algorithm,metric,p,width_frac,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std,time_mean,time_std
farthest,minkowski_p1,1,,173.36800000000002,8.785291647596758,0.7277139218279999,0.08067586196809885,0.33842444029973345,0.09155008214420891,0.0004969596862792969,4.416687714824462e-05
interval,minkowski_p1,1,0.01,162.05066666666661,15.546028203013428,0.7540638388568314,0.017276141544832837,0.3884997756779669,0.11571333437317059,0.0062125205993652345,0.00044075878297240986
interval,minkowski_p1,1,0.05,186.05733333333333,7.75383214216615,0.6918094559754836,0.05080215035529162,0.2858093046539068,0.023461794398386377,0.004638640085856119,0.00020877529379527196
interval,minkowski_p1,1,0.1,183.71599999999998,11.54039271428837,0.697339443945588,0.04964754204912483,0.30800470219955994,0.04910869279069117,0.003647883733113607,0.00014483637713076807
interval,minkowski_p1,1,0.15,227.69999999999996,27.58816920348286,0.6525187370781304,0.05283209866812392,0.2971524180350597,0.015645396921437325,0.0029670079549153645,0.00017102666946697002
interval,minkowski_p1,1,0.25,224.60133333333334,26.012482097810064,0.6591823969290546,0.04630848331250802,0.2991340054182163,0.01209700339365718,0.0019040425618489583,9.776285411894152e-05
kmeans,minkowski_p1,1,,87.6455680466625,13.204195979020191,0.7670824789854945,0.0083605936943245,0.5234006035053868,0.11906258981294891,0.05709853172302246,0.04274698127051427
farthest,minkowski_p2,2,,121.79190992293515,9.593676597477357,0.7568152273127976,0.009519379979497929,0.5265071225754057,0.061653778006274015,0.0005504290262858073,2.203821232808146e-05
interval,minkowski_p2,2,0.01,101.67260289219361,17.06702242512257,0.7646225809867324,0.016798346532203124,0.5812137530555226,0.04062005825179663,0.0075132528940836584,0.0011182586169529128
interval,minkowski_p2,2,0.05,99.9894549533475,17.639731993405015,0.7612676813718887,0.01965594534820715,0.5664585101443058,0.06399446160205473,0.005172014236450195,0.0003387402865814328
interval,minkowski_p2,2,0.1,115.3895539779423,14.209736782861462,0.7534864388602424,0.024921579198875877,0.5396189230579911,0.09669639926587278,0.004090960820515951,0.0003057714384405754
interval,minkowski_p2,2,0.15,146.722158447861,20.35329048911034,0.7007180868147882,0.023169770819377183,0.3220807733519421,0.08229355273509509,0.0032268524169921874,0.000244570715876346
interval,minkowski_p2,2,0.25,140.20695088294937,16.158889734123385,0.7002552573212104,0.02356768454867792,0.34656528380920176,0.06696585706015214,0.002154239018758138,0.0002787263207395205
kmeans,minkowski_p2,2,,87.53457449437118,13.260270378681208,0.7609514858823637,0.010285695685363213,0.4883256096165217,0.11017539678814861,0.09263413747151693,0.008164207921454602
farthest,mahalanobis,,,133.1088440116515,26.56721173204197,0.5915707854960705,0.16530494143364735,0.515347895852041,0.12884653187757553,0.0005297660827636719,1.438331422737062e-05
interval,mahalanobis,,0.01,177.77217672582682,48.779608329998624,0.5120102029732884,0.19378135163281762,0.45321570193380994,0.10586053212340067,0.004619995752970378,0.0002462966267905839
interval,mahalanobis,,0.05,178.81869001414282,71.13852375208448,0.5266175509373354,0.2398453283536219,0.30664183413659163,0.17174476239824138,0.003566884994506836,0.0001962499353853729
interval,mahalanobis,,0.1,180.13263435769255,62.84186427871544,0.5919157111489907,0.11963520713697239,0.3873540865501097,0.20260737877817384,0.0031792958577473956,0.0011177101282561185
interval,mahalanobis,,0.15,289.41113965280095,40.01986829313958,0.26597941856046625,0.33015386845733485,0.02103968152906155,0.07235692177915988,0.0022847811381022137,0.00010322870929324355
interval,mahalanobis,,0.25,307.13667729498974,23.19467913538227,,,0.0,0.0,0.0018646717071533203,0.000138546319828796
kmeans,mahalanobis,,,85.44961493643018,11.219846442470253,0.7678948779568792,0.008263196628730384,0.5433114115792199,0.10445031825202042,0.08368337949117025,0.0260621877474087
